Program Name,University Name,City,Country,Tuition Fee,Duration,Average Rating,Review Count,Ranking_Percentage,Program Link
Computer Science,University of Georgia,Georgia,United States,"3,521,385 BDT / year",1 year,4.1,56,2%,https://www.mastersportal.com/studies/110946/computer-science.html?ref=search_card
Electrical and Computer Engineering,"University of California, Davis",California,United States,"3,685,281 BDT / year",1 year,4.4,12,0.50%,https://www.mastersportal.com/studies/103346/electrical-and-computer-engineering.html?ref=search_card
Business and Information Systems,New Jersey Institute of Technology,New Jersey,United States,"4,038,053 BDT / year",1 year,4.5,54,4%,https://www.mastersportal.com/studies/104710/business-and-information-systems.html?ref=search_card
Biofabrication,Utrecht University,Utrecht,Netherlands,"3,443,657 BDT / year",2 years,4.2,138,2%,https://www.mastersportal.com/studies/65971/biofabrication.html?ref=search_card
Computer Science,The University of Arizona,Arizona,United States,"2,851,423 BDT / year",1 year,4.2,50,1%,https://www.mastersportal.com/studies/74893/computer-science.html?ref=search_card
Computer Science,University of Göttingen,Göttingen,Germany,Free,2 years,4.3,31,1%,https://www.mastersportal.com/studies/70394/computer-science.html?ref=search_card
Coterminal Program in Geological Sciences,Stanford University,California,United States,"3,226,738 BDT / year",1 year,4.1,56,0.10%,https://www.mastersportal.com/studies/71922/coterminal-program-in-geological-sciences.html?ref=search_card
Human Language Technology,The University of Arizona,Arizona,United States,"2,851,423 BDT / year",1 year,4.2,50,1%,https://www.mastersportal.com/studies/82309/human-language-technology.html?ref=search_card
Computer Science,New York University,New York,United States,"5,325,581 BDT / year",1 year,4.3,124,0.50%,https://www.mastersportal.com/studies/80166/computer-science.html?ref=search_card
Telecommunications,University of Maryland,Maryland,United States,"6,865,349 BDT / year",1 year,4.1,16,0.50%,https://www.mastersportal.com/studies/60624/telecommunications.html?ref=search_card
Computer Engineering,The University of Texas at San Antonio,Texas,United States,"3,428,288 BDT / year",1 year,4.4,16,3%,https://www.mastersportal.com/studies/103214/computer-engineering.html?ref=search_card
Computational Design,Carnegie Mellon University,Pennsylvania,United States,"5,361,650 BDT / year",2 years,4.3,24,0.50%,https://www.mastersportal.com/studies/102635/computational-design.html?ref=search_card
Management of Technology,The University of Texas at San Antonio,Texas,United States,"3,428,288 BDT / year",1 year,4.4,16,3%,https://www.mastersportal.com/studies/103575/management-of-technology.html?ref=search_card
Statistics and Data Science,The University of Texas at San Antonio,Texas,United States,"3,428,288 BDT / year",1 year,4.4,16,3%,https://www.mastersportal.com/studies/102977/statistics-and-data-science.html?ref=search_card
Computer Science,Florida State University,Florida,United States,"2,707,633 BDT / year",1 year,4.3,383,2%,https://www.mastersportal.com/studies/61685/computer-science.html?ref=search_card
Business Analytics,University of Texas at Austin McCombs School of Business,Texas,United States,"1,498,337 BDT / year",10 months,4.3,34,,https://www.mastersportal.com/studies/63908/business-analytics.html?ref=search_card
Information Systems Management,Carnegie Mellon University,Pennsylvania,United States,"6,593,611 BDT / year",1 year,4.3,24,0.50%,https://www.mastersportal.com/studies/61150/information-systems-management.html?ref=search_card
Technology and Engineering Education,Utah State University,Ohio,United States,"3,968,839 BDT / year",2 years,4.4,59,4%,https://www.mastersportal.com/studies/65729/technology-and-engineering-education.html?ref=search_card
Cybersecurity,University of South Florida,Florida,United States,"1,932,997 BDT / year",1 year,4.3,47,2%,https://www.mastersportal.com/studies/58290/cybersecurity.html?ref=search_card
Electrical and Computer Engineering,Binghamton University,New York,United States,"3,209,679 BDT / year",1 year,4.1,57,4%,https://www.mastersportal.com/studies/60818/electrical-and-computer-engineering.html?ref=search_card
Computer Science,College of William & Mary,Virginia,United States,"3,576,708 BDT / year",1 year,1,2,5%,https://www.mastersportal.com/studies/61563/computer-science.html?ref=search_card
Engineering - Computer Science,KU Leuven,Leuven,Belgium,"1,338,025 BDT / year",2 years,4.1,137,0.50%,https://www.mastersportal.com/studies/56173/engineering-computer-science.html?ref=search_card
Computer Vision,Carnegie Mellon University,Pennsylvania,United States,"7,555,052 BDT / year","1 year, 4 months",4.3,24,0.50%,https://www.mastersportal.com/studies/61212/computer-vision.html?ref=search_card
Communication,Rochester Institute of Technology,New York,United States,"7,526,050 BDT / year",1 year,4.3,65,4%,https://www.mastersportal.com/studies/64423/communication.html?ref=search_card
Computer Engineering,University of Kansas,Kansas,United States,"2,438,088 BDT / year",2 years,4.7,7,2%,https://www.mastersportal.com/studies/64352/computer-engineering.html?ref=search_card
Information Security Policy and Management,Carnegie Mellon University,Pennsylvania,United States,"6,593,611 BDT / year",2 years,4.3,24,0.50%,https://www.mastersportal.com/studies/61181/information-security-policy-and-management.html?ref=search_card
Information Networks,Aalto University,Helsinki,Finland,"2,396,127 BDT / year",2 years,3.8,243,2%,https://www.mastersportal.com/studies/63844/information-networks.html?ref=search_card
Color Science,Rochester Institute of Technology,New York,United States,"7,526,050 BDT / year",1 year,4.3,65,4%,https://www.mastersportal.com/studies/64415/color-science.html?ref=search_card
Electrical and Computer Engineering,Worcester Polytechnic Institute,Massachusetts,United States,"3,706,850 BDT / year",1 year,4.8,5,5%,https://www.mastersportal.com/studies/65131/electrical-and-computer-engineering.html?ref=search_card
Information Systems Technology,George Washington University,D.C.,United States,"5,565,393 BDT / year",1½ year,4.2,43,2%,https://www.mastersportal.com/studies/63191/information-systems-technology.html?ref=search_card
Computer Science,Binghamton University,New York,United States,"3,209,679 BDT / year",1 year,4.1,57,4%,https://www.mastersportal.com/studies/60816/computer-science.html?ref=search_card
Computational Analysis and Public Policy (MSCAPP),University of Chicago,Illinois,United States,"6,759,091 BDT / year",2 years,4.2,59,0.10%,https://www.mastersportal.com/studies/63754/computational-analysis-and-public-policy.html?ref=search_card
Statistics and Analytics,University of Arkansas,Arkansas,United States,"3,656,401 BDT / year",1 year,4.2,5,3%,https://www.mastersportal.com/studies/60749/statistics-and-analytics.html?ref=search_card
Information Systems,Iowa State University,Iowa,United States,"3,959,944 BDT / year","1 year, 8 months",4.6,10,2%,https://www.mastersportal.com/studies/62338/information-systems.html?ref=search_card
Computer Science,Columbia University,New York,United States,"9,870,310 BDT / year",1 year,4.3,95,0.10%,https://www.mastersportal.com/studies/62954/computer-science.html?ref=search_card
Computer Science,The University of Vermont,Vermont,United States,"6,799,547 BDT / year",1 year,3.8,5,4%,https://www.mastersportal.com/studies/64737/computer-science.html?ref=search_card
Computer Science,Syracuse University,New York,United States,"4,419,705 BDT / year",1 year,3.9,15,3%,https://www.mastersportal.com/studies/66128/computer-science.html?ref=search_card
Health Data Science,Saint Louis University,Missouri,United States,"2,558,969 BDT / year",2 years,4.1,42,4%,https://www.mastersportal.com/studies/95404/health-data-science.html?ref=search_card
Computer Science - Scientists and Engineers,University of Southern California,California,United States,"12,015,579 BDT / year",1 year,4.1,62,0.50%,https://www.mastersportal.com/studies/101031/computer-science-scientists-and-engineers.html?ref=search_card
Human-Computer Interaction,Georgia Institute of Technology,Georgia,United States,"4,755,052 BDT / year",2 years,4.3,44,0.50%,https://www.mastersportal.com/studies/101041/human-computer-interaction.html?ref=search_card
Information Systems,The University of Maine,Maine,United States,"3,720,010 BDT / year",1 year,4,15,6%,https://www.mastersportal.com/studies/98877/information-systems.html?ref=search_card
Spatial Information Science and Engineering,The University of Maine,Maine,United States,"2,263,938 BDT / year",1 year,4,15,6%,https://www.mastersportal.com/studies/98885/spatial-information-science-and-engineering.html?ref=search_card
Computer Science,State University of New York at New Paltz,New York,United States,"2,814,866 BDT / year",1½ year,4,5,,https://www.mastersportal.com/studies/178417/computer-science.html?ref=search_card
Computer Science,Virginia State University,New York,United States,"2,477,813 BDT / year",1 year,3.8,5,,https://www.mastersportal.com/studies/163436/computer-science.html?ref=search_card
Computer Information Systems,University of Houston Victoria,Texas,United States,"1,162,503 BDT / year",1 year,5,1,,https://www.mastersportal.com/studies/174280/computer-information-systems.html?ref=search_card
Global Software Development,Fulda University of Applied Sciences,Fulda,Germany,Free,1½ year,4.3,42,,https://www.mastersportal.com/studies/181071/global-software-development.html?ref=search_card
Computer Science,University of Illinois Springfield,Illinois,United States,"3,175,803 BDT / year",1 year,4.7,3,,https://www.mastersportal.com/studies/167683/computer-science.html?ref=search_card
Library And Information Science,Simmons University,Massachusetts,United States,"6,207,328 BDT / year",1 year,4.1,7,,https://www.mastersportal.com/studies/174948/library-and-information-science.html?ref=search_card
Computing Security,Rochester Institute of Technology,New York,United States,"7,526,050 BDT / year",2 years,4.3,65,4%,https://www.mastersportal.com/studies/178073/computing-security.html?ref=search_card
Data Analytics and Visualization,Pratt Institute,New York,United States,"4,871,546 BDT / year",2 years,4.6,5,9%,https://www.mastersportal.com/studies/173689/data-analytics-and-visualization.html?ref=search_card
Information Systems and Analytics,Florida Gulf Coast University,Florida,United States,"4,756,027 BDT / year",1 year,4.8,4,,https://www.mastersportal.com/studies/176797/information-systems-and-analytics.html?ref=search_card
Informatics,University of South Carolina Upstate,South Carolina,United States,"3,626,425 BDT / year",1½ year,4.1,13,,https://www.mastersportal.com/studies/173848/informatics.html?ref=search_card
Information Systems,California State University Los Angeles,California,United States,"1,114,248 BDT / year",1 year,3.9,45,7%,https://www.mastersportal.com/studies/175303/information-systems.html?ref=search_card
Data Science,University of Liège,Liège,Belgium,"117,692 BDT / year",2 years,3.8,38,2%,https://www.mastersportal.com/studies/187994/data-science.html?ref=search_card
Informatics,The University of Texas Rio Grande Valley,Texas,United States,"2,153,555 BDT / year",1 year,4.1,27,7%,https://www.mastersportal.com/studies/183454/informatics.html?ref=search_card
Data and Information Management,Radford University,Virginia,United States,"4,644,651 BDT / year",1 year,4.4,9,,https://www.mastersportal.com/studies/177715/data-and-information-management.html?ref=search_card
Computer Engineering,Villanova University,Mississippi,United States,"5,830,794 BDT / year",1 year,3.9,11,7%,https://www.mastersportal.com/studies/111923/computer-engineering.html?ref=search_card
Computational Science,Florida State University,Florida,United States,"2,707,633 BDT / year",1 year,4.3,383,2%,https://www.mastersportal.com/studies/113999/computational-science.html?ref=search_card
Computer Science,University of Georgia,Georgia,United States,"3,521,385 BDT / year",1 year,4.1,56,2%,https://www.mastersportal.com/studies/110946/computer-science.html?ref=search_card
Systems Science,Portland State University,Oregon,United States,"1,076,229 BDT / year",1 year,4.1,49,5%,https://www.mastersportal.com/studies/127857/systems-science.html?ref=search_card
Geological Sciences,The University of Alabama,Alabama,United States,"4,209,139 BDT / year",1 year,4,5,4%,https://www.mastersportal.com/studies/125744/geological-sciences.html?ref=search_card
Computer Science,University of Guelph,Guelph,Canada,"1,345,836 BDT / year",2 years,4.3,65,3%,https://www.mastersportal.com/studies/123370/computer-science.html?ref=search_card
Computer Science,University of South Dakota,South Dakota,United States,"1,555,853 BDT / year",1 year,4.5,2,9%,https://www.mastersportal.com/studies/137268/computer-science.html?ref=search_card
Computer Science,University of Denver,Colorado,United States,"6,225,607 BDT / year",1 year,4.7,6,5%,https://www.mastersportal.com/studies/129439/computer-science.html?ref=search_card
Information Technology,University of Massachusetts Boston,Massachusetts,United States,"3,647,384 BDT / year",1 year,4.6,5,4%,https://www.mastersportal.com/studies/129702/information-technology.html?ref=search_card
Data Analytics Engineering,George Mason University,Virginia,United States,"4,445,295 BDT / year",2 years,4,105,3%,https://www.mastersportal.com/studies/102687/data-analytics-engineering.html?ref=search_card
Electrical and Computer Engineering,University of Maryland,Maryland,United States,"6,865,349 BDT / year",1 year,4.1,16,0.50%,https://www.mastersportal.com/studies/112562/electrical-and-computer-engineering.html?ref=search_card
Computer Science,Louisiana State University,Louisiana,United States,"3,627,644 BDT / year","1 year, 9 months",4.3,22,3%,https://www.mastersportal.com/studies/116974/computer-science.html?ref=search_card
Computer Engineering,George Washington University,D.C.,United States,"8,024,196 BDT / year",1 year,4.2,43,2%,https://www.mastersportal.com/studies/111828/computer-engineering.html?ref=search_card
Computer Science,University of Wyoming,Wyoming,United States,"2,451,736 BDT / year",1 year,5,3,4%,https://www.mastersportal.com/studies/117447/computer-science.html?ref=search_card
Computational Sciences,Laurentian University,Greater Sudbury,Canada,"279,828 BDT / module",1 year,3.9,15,9%,https://www.mastersportal.com/studies/144523/computational-sciences.html?ref=search_card
Computational and Data Sciences,Chapman University,California,United States,"3,591,696 BDT / year",2 years,4.4,19,8%,https://www.mastersportal.com/studies/142533/computational-and-data-sciences.html?ref=search_card
Computer Science,University of Lethbridge,Lethbridge,Canada,"902,120 BDT / year",2 years,3.7,35,10%,https://www.mastersportal.com/studies/125528/computer-science.html?ref=search_card
Computer Science,The University of Alabama,Alabama,United States,"4,209,139 BDT / year",1 year,4,5,4%,https://www.mastersportal.com/studies/125202/computer-science.html?ref=search_card
Software Engineering,University Teknologi Malaysia,Kuala Lumpur,Malaysia,,2 years,4.3,70,3%,https://www.mastersportal.com/studies/124179/software-engineering.html?ref=search_card
Human-Computer Interaction,Bauhaus University Weimar,Weimar,Germany,Free,2 years,4.2,12,,https://www.mastersportal.com/studies/55335/human-computer-interaction.html?ref=search_card
Geospatial Information Science,University of Gävle,Gävle,Sweden,"1,713,104 BDT / year",2 years,4.5,10,,https://www.mastersportal.com/studies/155368/geospatial-information-science.html?ref=search_card
Computer Science,Montclair State University,New Jersey,United States,"1,654,191 BDT / year",2 years,4.1,9,8%,https://www.mastersportal.com/studies/145922/computer-science.html?ref=search_card
Informatics - Games Engineering,Technical University of Munich,Garching bei München,Germany,"1,691,384 BDT / year",2 years,4,218,0.50%,https://www.mastersportal.com/studies/152874/informatics-games-engineering.html?ref=search_card
Artificial Intelligence - Cognitive Science,Vrije Universiteit Amsterdam,Amsterdam,Netherlands,"3,403,910 BDT / year",2 years,4.2,149,1%,https://www.mastersportal.com/studies/155376/artificial-intelligence-cognitive-science.html?ref=search_card
Computer Science Engineering,University of Miskolc,Miskolc,Hungary,"986,640 BDT / year",2 years,4.5,57,9%,https://www.mastersportal.com/studies/157120/computer-science-engineering.html?ref=search_card
Computer Science Engineering,University of Pannonia,Veszprém,Hungary,"620,174 BDT / year",2 years,4.2,36,8%,https://www.mastersportal.com/studies/157742/computer-science-engineering.html?ref=search_card
Cyber Security,Birmingham City University,England,United Kingdom,"2,840,904 BDT / year",1 year,4.1,132,5%,https://www.mastersportal.com/studies/160547/cyber-security.html?ref=search_card
Electrical and Computer Engineering,New York Institute of Technology,New York,United States,"6,141,526 BDT / year",1 year,4,14,,https://www.mastersportal.com/studies/162050/electrical-and-computer-engineering.html?ref=search_card
Technology,University of Northern Iowa,Iowa,United States,"2,881,521 BDT / year",1 year,3.7,3,,https://www.mastersportal.com/studies/146397/technology.html?ref=search_card
Computer Science,University of Szeged,Szeged,Hungary,"1,155,779 BDT / year",2 years,4.4,84,4%,https://www.mastersportal.com/studies/157229/computer-science.html?ref=search_card
Computer Systems,ISMA University of Applied Sciences,Riga,Latvia,"535,605 BDT / year",1½ year,4.1,32,,https://www.mastersportal.com/studies/139984/computer-systems.html?ref=search_card
Information Quality,University of Arkansas at Little Rock,Arkansas,United States,"2,077,639 BDT / year",1½ year,,,,https://www.mastersportal.com/studies/141201/information-quality.html?ref=search_card
Software Engineering,Fairfield University,Connecticut,United States,"3,856,732 BDT / year",1 year,4.5,2,,https://www.mastersportal.com/studies/140852/software-engineering.html?ref=search_card
Cyber Security,"City, University of London",England,United Kingdom,"3,857,919 BDT / year",1 year,4.2,86,5%,https://www.mastersportal.com/studies/154728/cyber-security.html?ref=search_card
Computer Science,Prairie View A&M University,Texas,United States,"2,117,730 BDT / year",2 years,4.7,3,,https://www.mastersportal.com/studies/188722/computer-science.html?ref=search_card
Information Technology,Valparaiso University,Indiana,United States,"3,309,357 BDT / year",1 year,4.3,15,,https://www.mastersportal.com/studies/184313/information-technology.html?ref=search_card
Computer Science,Portland State University,Oregon,United States,"1,116,442 BDT / year",1 year,4.1,49,5%,https://www.mastersportal.com/studies/64686/computer-science.html?ref=search_card
Health Informatics,Michigan Technological University,Michigan,United States,"3,660,423 BDT / year",1 year,4,26,5%,https://www.mastersportal.com/studies/63033/health-informatics.html?ref=search_card
Health Information Science,University of Victoria,Victoria,Canada,"483,976 BDT / year",2 years,4.2,26,2%,https://www.mastersportal.com/studies/65288/health-information-science.html?ref=search_card
Computer Engineering,George Mason University,Virginia,United States,"4,445,295 BDT / year",1 year,4,105,3%,https://www.mastersportal.com/studies/63097/computer-engineering.html?ref=search_card
Computer Science - Computer Networks,California State University East Bay,California,United States,"2,144,538 BDT / year",1 year,3.7,13,,https://www.mastersportal.com/studies/176346/computer-science-computer-networks.html?ref=search_card
Information Systems,University of Maryland,Maryland,United States,"6,865,349 BDT / year",1 year,4.1,16,0.50%,https://www.mastersportal.com/studies/163028/information-systems.html?ref=search_card
Computer and Information Systems Engineering,Tennessee State University,North Carolina,United States,"1,862,930 BDT / year",1 year,3.3,3,,https://www.mastersportal.com/studies/164613/computer-and-information-systems-engineering.html?ref=search_card
Computer Science,Bishop's University,Sherbrooke,Canada,"2,475,257 BDT / year",1½ year,4.6,12,,https://www.mastersportal.com/studies/173489/computer-science.html?ref=search_card
Data Analytics,University of Houston Downtown,Texas,United States,"1,840,508 BDT / year",1 year,4.2,51,,https://www.mastersportal.com/studies/171538/data-analytics.html?ref=search_card
Library And Information Science,Simmons University,Massachusetts,United States,"6,207,328 BDT / year",1 year,4.1,7,,https://www.mastersportal.com/studies/174948/library-and-information-science.html?ref=search_card
Computing Security,Rochester Institute of Technology,New York,United States,"7,526,050 BDT / year",2 years,4.3,65,4%,https://www.mastersportal.com/studies/178073/computing-security.html?ref=search_card
Data Analytics and Visualization,Pratt Institute,New York,United States,"4,871,546 BDT / year",2 years,4.6,5,9%,https://www.mastersportal.com/studies/173689/data-analytics-and-visualization.html?ref=search_card
Information Systems and Analytics,Florida Gulf Coast University,Florida,United States,"4,756,027 BDT / year",1 year,4.8,4,,https://www.mastersportal.com/studies/176797/information-systems-and-analytics.html?ref=search_card
Informatics,University of South Carolina Upstate,South Carolina,United States,"3,626,425 BDT / year",1½ year,4.1,13,,https://www.mastersportal.com/studies/173848/informatics.html?ref=search_card
Information Systems,California State University Los Angeles,California,United States,"1,114,248 BDT / year",1 year,3.9,45,7%,https://www.mastersportal.com/studies/175303/information-systems.html?ref=search_card
Cyber Security,Birmingham City University,England,United Kingdom,"2,840,904 BDT / year",1 year,4.1,132,5%,https://www.mastersportal.com/studies/160547/cyber-security.html?ref=search_card
Electrical and Computer Engineering,New York Institute of Technology,New York,United States,"6,141,526 BDT / year",1 year,4,14,,https://www.mastersportal.com/studies/162050/electrical-and-computer-engineering.html?ref=search_card
Computer and Information Systems,University of Wisconsin-Parkside,Wisconsin,United States,"2,536,060 BDT / year",1½ year,4.3,3,,https://www.mastersportal.com/studies/163725/computer-and-information-systems.html?ref=search_card
Data Engineering and Analytics,Technical University of Munich,Garching bei München,Germany,"1,691,384 BDT / year",2 years,4,218,0.50%,https://www.mastersportal.com/studies/152847/data-engineering-and-analytics.html?ref=search_card
Data Science,"City, University of London",England,United Kingdom,"3,857,919 BDT / year",1 year,4.2,86,5%,https://www.mastersportal.com/studies/154729/data-science.html?ref=search_card
ICT Innovation KTH,KTH Royal Institute of Technology,Stockholm,Sweden,"2,301,185 BDT / year",2 years,4.3,44,1%,https://www.mastersportal.com/studies/152236/ict-innovation-kth.html?ref=search_card
Geospatial Information Science,University of Gävle,Gävle,Sweden,"1,713,104 BDT / year",2 years,4.5,10,,https://www.mastersportal.com/studies/155368/geospatial-information-science.html?ref=search_card
Computer Science,Montclair State University,New Jersey,United States,"1,654,191 BDT / year",2 years,4.1,9,8%,https://www.mastersportal.com/studies/145922/computer-science.html?ref=search_card
Data and Information Management,Radford University,Virginia,United States,"4,644,651 BDT / year",1 year,4.4,9,,https://www.mastersportal.com/studies/177715/data-and-information-management.html?ref=search_card
Computer Science,West Chester University,Pennsylvania,United States,"365,323 BDT / year",1 year,4.5,11,,https://www.mastersportal.com/studies/187785/computer-science.html?ref=search_card
Business Analytics,Bentley University,Massachusetts,United States,"6,684,393 BDT / year",1 year,4.5,37,,https://www.mastersportal.com/studies/176959/business-analytics.html?ref=search_card
Informatics - Games Engineering,Technical University of Munich,Garching bei München,Germany,"1,691,384 BDT / year",2 years,4,218,0.50%,https://www.mastersportal.com/studies/152874/informatics-games-engineering.html?ref=search_card
Artificial Intelligence - Cognitive Science,Vrije Universiteit Amsterdam,Amsterdam,Netherlands,"3,403,910 BDT / year",2 years,4.2,149,1%,https://www.mastersportal.com/studies/155376/artificial-intelligence-cognitive-science.html?ref=search_card
Computer Science (Joint Degree UvA-VU) - Internet and Web Technology,Vrije Universiteit Amsterdam,Amsterdam,Netherlands,"3,310,883 BDT / year",2 years,4.2,149,1%,https://www.mastersportal.com/studies/155387/computer-science-internet-and-web-technology.html?ref=search_card
Computer Science (Joint Degree UvA-VU) - Parallel Computing Systems,Vrije Universiteit Amsterdam,Amsterdam,Netherlands,"3,310,883 BDT / year",2 years,4.2,149,1%,https://www.mastersportal.com/studies/155388/computer-science-parallel-computing-systems.html?ref=search_card
Computer Information Systems and Information Technology,University of Central Missouri,Missouri,United States,"2,193,402 BDT / year",1 year,3.8,5,,https://www.mastersportal.com/studies/167571/computer-information-systems-and-information-technology.html?ref=search_card
Computer Engineering,Budapest University of Technology and Economics,Budapest,Hungary,"986,640 BDT / year",2 years,4.3,422,5%,https://www.mastersportal.com/studies/157905/computer-engineering.html?ref=search_card
Big Data and Business Analytics,ESCP Business School,N/A,Multiple locations,"2,424,317 BDT / year","1 year, 3 months",4.4,43,,https://www.mastersportal.com/studies/159121/big-data-and-business-analytics.html?ref=search_card
Computer Science Engineering,University of Miskolc,Miskolc,Hungary,"986,640 BDT / year",2 years,4.5,57,9%,https://www.mastersportal.com/studies/157120/computer-science-engineering.html?ref=search_card
Computer Science Engineering,University of Pannonia,Veszprém,Hungary,"620,174 BDT / year",2 years,4.2,36,8%,https://www.mastersportal.com/studies/157742/computer-science-engineering.html?ref=search_card
Technology,University of Northern Iowa,Iowa,United States,"2,881,521 BDT / year",1 year,3.7,3,,https://www.mastersportal.com/studies/146397/technology.html?ref=search_card
Computer Science,University of Szeged,Szeged,Hungary,"1,155,779 BDT / year",2 years,4.4,84,4%,https://www.mastersportal.com/studies/157229/computer-science.html?ref=search_card
Computer Systems,ISMA University of Applied Sciences,Riga,Latvia,"535,605 BDT / year",1½ year,4.1,32,,https://www.mastersportal.com/studies/139984/computer-systems.html?ref=search_card
Computer Engineering,San José State University,California,United States,"2,549,221 BDT / year",1 year,4.4,40,9%,https://www.mastersportal.com/studies/127031/computer-engineering.html?ref=search_card
Computer Science,San José State University,California,United States,"1,274,610 BDT / year",2 years,4.4,40,9%,https://www.mastersportal.com/studies/127052/computer-science.html?ref=search_card
Information Quality,University of Arkansas at Little Rock,Arkansas,United States,"2,077,639 BDT / year",1½ year,,,,https://www.mastersportal.com/studies/141201/information-quality.html?ref=search_card
Software Engineering,Fairfield University,Connecticut,United States,"3,856,732 BDT / year",1 year,4.5,2,,https://www.mastersportal.com/studies/140852/software-engineering.html?ref=search_card
Cyber Security,"City, University of London",England,United Kingdom,"3,857,919 BDT / year",1 year,4.2,86,5%,https://www.mastersportal.com/studies/154728/cyber-security.html?ref=search_card
Computer Science,University of Pisa,Pisa,Italy,"356,600 BDT / year",2 years,4.1,163,2%,https://www.mastersportal.com/studies/115533/computer-science.html?ref=search_card
Computational Sciences,Laurentian University,Greater Sudbury,Canada,"279,828 BDT / module",1 year,3.9,15,9%,https://www.mastersportal.com/studies/144523/computational-sciences.html?ref=search_card
Computational and Data Sciences,Chapman University,California,United States,"3,591,696 BDT / year",2 years,4.4,19,8%,https://www.mastersportal.com/studies/142533/computational-and-data-sciences.html?ref=search_card
Geological Sciences,The University of Alabama,Alabama,United States,"4,209,139 BDT / year",1 year,4,5,4%,https://www.mastersportal.com/studies/125744/geological-sciences.html?ref=search_card
Computer Science,University of Guelph,Guelph,Canada,"1,345,836 BDT / year",2 years,4.3,65,3%,https://www.mastersportal.com/studies/123370/computer-science.html?ref=search_card
Computer Science,University of North Dakota,North Dakota,United States,"3,379,911 BDT / year",2 years,4.1,32,8%,https://www.mastersportal.com/studies/118432/computer-science.html?ref=search_card
Information and Communication Engineering,University of Electronic Science and Technology of China,Chengdu,China,"429,993 BDT / year",2 years,3.6,11,2%,https://www.mastersportal.com/studies/74724/information-and-communication-engineering.html?ref=search_card
Applied Statistics,"Birkbeck, University of London",England,United Kingdom,"3,262,789 BDT / year",1 year,4,32,3%,https://www.mastersportal.com/studies/75915/applied-statistics.html?ref=search_card
Cybersecurity,Syracuse University,New York,United States,"4,419,705 BDT / year",1 year,3.9,15,3%,https://www.mastersportal.com/studies/66131/cybersecurity.html?ref=search_card
Electrical and Computer Engineering,University of Washington Bothell,Washington,United States,"3,890,121 BDT / year",1½ year,5,1,,https://www.mastersportal.com/studies/79194/electrical-and-computer-engineering.html?ref=search_card
Data Science and Business Analytics,Università Commerciale Luigi Bocconi,Milano,Italy,"2,565,265 BDT / year",2 years,4.1,166,7%,https://www.mastersportal.com/studies/186346/data-science-and-business-analytics.html?ref=search_card
Computer Science,University of Manitoba,Winnipeg,Canada,"1,193,956 BDT / year",2 years,4.2,111,2%,https://www.mastersportal.com/studies/307500/computer-science.html?ref=search_card
Computer Science,University of Southampton,England,United Kingdom,"5,614,435 BDT / year",1 year,4.4,93,0.50%,https://www.mastersportal.com/studies/57375/computer-science.html?ref=search_card
Socioinformatics,University of Kaiserslautern-Landau,Kaiserslautern,Germany,Free,2 years,4.7,192,6%,https://www.mastersportal.com/studies/309089/socioinformatics.html?ref=search_card
Telecommunications with Business,UCL,England,United Kingdom,"7,555,426 BDT / year",1 year,4.1,138,0.10%,https://www.mastersportal.com/studies/294052/telecommunications-with-business.html?ref=search_card
Data Science,University of Saint Thomas Saint Paul,Minnesota,United States,"5,922,186 BDT / year",1 year,4.6,14,,https://www.mastersportal.com/studies/259299/data-science.html?ref=search_card
Electrical and Computer Engineering,University of New Hampshire,New Hampshire,United States,"3,388,806 BDT / year",1 year,4.4,8,5%,https://www.mastersportal.com/studies/266355/electrical-and-computer-engineering.html?ref=search_card
Computer Science - Accelerated Master's Program,The University of Arizona,Arizona,United States,"2,851,423 BDT / year",1 year,4.2,50,1%,https://www.mastersportal.com/studies/265663/computer-science-accelerated-masters-program.html?ref=search_card
Urban Data Science and Analytics,University of Leeds,England,United Kingdom,,1 year,4.4,72,0.50%,https://www.mastersportal.com/studies/311364/urban-data-science-and-analytics.html?ref=search_card
Engineering Sciences (Artificial Intelligence),University at Buffalo,New York,United States,"3,136,565 BDT / year",1 year,4.3,50,2%,https://www.mastersportal.com/studies/311237/engineering-sciences.html?ref=search_card
Geographical Information Systems,University of Aberdeen,Scotland,United Kingdom,"3,529,074 BDT / year",1 year,4.4,88,2%,https://www.mastersportal.com/studies/312907/geographical-information-systems.html?ref=search_card
Artificial Intelligence - AI for Health,Vrije Universiteit Amsterdam,Amsterdam,Netherlands,"3,403,910 BDT / year",2 years,4.2,149,1%,https://www.mastersportal.com/studies/336982/artificial-intelligence-ai-for-health.html?ref=search_card
Business Analytics and Data Science,Oklahoma State University,Oklahoma,United States,"2,532,892 BDT / year","1 year, 9 months",4.3,7,3%,https://www.mastersportal.com/studies/335822/business-analytics-and-data-science.html?ref=search_card
Human Systems Engineering - Health Systems,Arizona State University,Arizona,United States,"3,698,076 BDT / year",1 year,4.3,242,1%,https://www.mastersportal.com/studies/334908/human-systems-engineering-health-systems.html?ref=search_card
Critical Game Design,Rensselaer Polytechnic Institute,New York,United States,"7,847,506 BDT / year",1 year,,,3%,https://www.mastersportal.com/studies/335395/critical-game-design.html?ref=search_card
Electrical and Computer Engineering (Machine Learning and Big Data),Duke University,North Carolina,United States,"8,252,554 BDT / year",1 year,4.2,25,0.50%,https://www.mastersportal.com/studies/335643/electrical-and-computer-engineering.html?ref=search_card
